company_name,company_sector,peer_rank,peer_name,peer_sector,similarity_score
BATAINDIA,Unknown,2,DABUR,Unknown,0.9935
BATAINDIA,Unknown,3,TECHM,Unknown,0.9902
BATAINDIA,Unknown,4,ASIANPAINT,Unknown,0.9805
BATAINDIA,Unknown,5,HINDUNILVR,Unknown,0.973
PAGEIND,Unknown,1,SBILIFE,Unknown,1.0
PAGEIND,Unknown,2,ICICIGI,Unknown,1.0
PAGEIND,Unknown,3,BANDHANBNK,Unknown,1.0
PAGEIND,Unknown,4,RELAXO,Unknown,1.0
PAGEIND,Unknown,5,ABBOTINDIA,Unknown,1.0
RADICO,Unknown,1,UNITDSPR,Unknown,0.9982
RADICO,Unknown,2,HINDALCO,Unknown,0.9263
RADICO,Unknown,3,DMART,Unknown,0.926
RADICO,Unknown,4,TATASTEEL,Unknown,0.8762
RADICO,Unknown,5,CHOLAFIN,Unknown,0.873
UNITDSPR,Unknown,1,RADICO,Unknown,0.9982
UNITDSPR,Unknown,2,DMART,Unknown,0.903
UNITDSPR,Unknown,3,HINDALCO,Unknown,0.9019
UNITDSPR,Unknown,4,CHOLAFIN,Unknown,0.8595
UNITDSPR,Unknown,5,CHOLAFIN,Unknown,0.8595
ABBOTINDIA,Unknown,1,SBILIFE,Unknown,1.0
ABBOTINDIA,Unknown,2,ICICIGI,Unknown,1.0
ABBOTINDIA,Unknown,3,BANDHANBNK,Unknown,1.0
ABBOTINDIA,Unknown,4,RELAXO,Unknown,1.0
ABBOTINDIA,Unknown,5,PAGEIND,Unknown,1.0
CHOLAFIN,Unknown,1,TATACONSUM,Unknown,0.9967
CHOLAFIN,Unknown,2,BAJFINANCE,Unknown,0.9919
CHOLAFIN,Unknown,3,CANBK,Unknown,0.9903
CHOLAFIN,Unknown,4,GODREJCP,Unknown,0.9564
CHOLAFIN,Unknown,5,UNIONBANK,Unknown,0.942
